site,date,time,reported_entero_MPN_100_per_mL,Notes,entero_MPN_100_per_mL,rainfall_0,rainfall_1,rainfall_2,rainfall_3,rainfall_4,rainfall_5,rainfall_6,rainfall_sum_24,rainfall_sum_48,rainfall_sum_72,rainfall_pres_24,rainfall_pres_48,rainfall_pres_72
"Yonkers Paddling and Rowing Club, Hudson River",5/26/2016,12: 00 PM,10,,10,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Yonkers, Saw Mill River (daylighted section)",5/26/2016,11:50 AM,488,,488,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Muscota Marsh, Harlem River",5/26/2016,10: 14 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"North Cove, Harlem River",5/26/2016,10: 57 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Peter J. Sharp Boathouse, Harlem River",5/26/2016,9:00 AM,10,,10,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Bronx Kill West, Randalls Island",5/26/2016,9: 44 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Bronx Kill East, Randalls Island",5/26/2016,9: 29 AM,52,,52,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Little Hell Gate, Randalls Island",5/26/2016,8: 59 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Inwood Canoe Club, Hudson River",5/26/2016,7: 40 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"West 145th Street, Hudson River",5/26/2016,8: 45 AM,31,,31,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"West 133rd St., Hudson River",5/26/2016,8: 59 AM,10,,10,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"West 100th Street, Hudson River",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier I (70th Street), Hudson River",5/26/2016,8: 20:AM,20,,20,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 99 boat ramp, Hudson River",5/26/2016,9: 18 AM,20,,20,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 96, Hudson River ",5/26/2016,7:56 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 84, Hudson River ",5/26/2016,7:46 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 66, Hudson River ",5/26/2016,11:29 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 40, Hudson River",5/26/2016,11;38 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 26, Hudson River ",5/26/2016,10:40 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 13 (Hoboken), Hudson River",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Hoboken Cove Beach, Hudson River",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Hunts Point Riverside Park, Bronx River",5/26/2016,4: 51 PM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"World's Fair Marina Pier 1 East, Flushing Bay",5/26/2016,9: 44 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"World's Fair Marina Pier 1 West, Flushing Bay",5/26/2016,9: 25 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"World's Fair Marina boat ramp, Flushing Bay",5/26/2016,9: 44 AM,20,,20,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
Flushing Creek,5/26/2016,9: 41 AM,345,,345,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
Meadow Lake (Flushing Meadows-Corona Park),5/26/2016,9: 57 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
Little Neck Bay,5/26/2016,8: 18 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Hallets Cove, East River",5/26/2016,8:06 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Anable Basin, East River",5/26/2016,8:21 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Gantry State Park, East River",5/26/2016,8:30 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"North Brooklyn Boat Club, Newtown Creek",5/26/2016,11:50 AM,20,,20,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"North Henry Street, Newtown Creek",5/26/2016,12:07 PM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Stuyvesant Cove, East River",5/26/2016,10:55 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
Bushwick Inlet Park,5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Wallabout Channel, Brooklyn Navy Yard",5/26/2016,6:43 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 42/Jackson St., East River",5/26/2016,10:45 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Main Street Beach (Dumbo), East River",5/26/2016,6:58 AM,528,627 (lab split),528,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Brooklyn Bridge Beach (Manhattan), East River",5/26/2016,9:23 AM,20,,20,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",5/26/2016,7:05 AM,10,,10,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",5/26/2016,7:09 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Valentino Pier, Buttermilk Channel",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"2nd St. Sponge Park, Gowanus Canal",5/26/2016,7:10 AM,<10,,5,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Butler St., Gowanus Canal",5/26/2016,6:55 AM,823,,823,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
Prospect Park Lake,5/26/2016,7:39 AM,333,,333,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Pier 101, Governors Island",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Bush Terminal Park, Sunset Park",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Sebago Canoe Club, Paerdegat Basin",5/26/2016,8:47 AM,20,,20,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Calvert Vaux Park, Coney Island Creek ",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"Kaiser Park Beach, Coney Island Creek",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"West 20th St., Coney Island Creek",5/26/2016,,,,,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,Y,Y
"JFK Marina (Yonkers), Hudson River",5/19/2016,12: 30 PM,20,,20,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Yonkers Paddling and Rowing Club, Hudson River",5/19/2016,12: 16 PM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Yonkers, Saw Mill River (daylighted section)",5/19/2016,10:50 AM,360,,360,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Muscota Marsh, Harlem River",5/19/2016,11: 27 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"North Cove, Harlem River",5/19/2016,11: 08 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Peter J. Sharp Boathouse, Harlem River",5/19/2016,9: 24 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Bronx Kill West, Randalls Island",5/19/2016,9: 06 AM,52,,52,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Bronx Kill East, Randalls Island",5/19/2016,8: 47 AM,30,,30,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Little Hell Gate, Randalls Island",5/19/2016,8: 28 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Inwood Canoe Club, Hudson River",5/19/2016,8: 30 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"West 145th Street, Hudson River",5/19/2016,8: 50 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"West 133rd St., Hudson River",5/19/2016,9: 02 AM,40,,40,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"West 100th Street, Hudson River",5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier I (70th Street), Hudson River",5/19/2016,8: 20 AM,31,,31,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 99 boat ramp, Hudson River",5/19/2016,9: 54 AM,20,,20,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 96, Hudson River ",5/19/2016,11:21 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 84, Hudson River ",5/19/2016,11:36 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 66, Hudson River ",5/19/2016,11:49 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 40, Hudson River",5/19/2016,12:10 PM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 26, Hudson River ",5/19/2016,10:30 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 13 (Hoboken), Hudson River",5/19/2016,11:30 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Hoboken Cove Beach, Hudson River",5/19/2016,11:40 AM,345,,345,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Hunts Point Riverside Park, Bronx River",5/19/2016,4:45 PM,96,,96,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"World's Fair Marina Pier 1 East, Flushing Bay",5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"World's Fair Marina Pier 1 West, Flushing Bay",5/19/2016,9: 45 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"World's Fair Marina boat ramp, Flushing Bay",5/19/2016,9: 41 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
Flushing Creek,5/19/2016,9: 32 AM,20,,20,0,0,0,0,0,0,0.25,0,0,0,N,N,N
Meadow Lake (Flushing Meadows-Corona Park),5/19/2016,9: 56 AM,"12,033",docks used by geese had just been cleaned,12033,0,0,0,0,0,0,0.25,0,0,0,N,N,N
Little Neck Bay,5/19/2016,8: 30 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Hallets Cove, East River",5/19/2016,7: 45 AM,63,,63,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Anable Basin, East River",5/19/2016,7: 30 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Gantry State Park, East River",5/19/2016,8:15 AM,84,,84,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"North Brooklyn Boat Club, Newtown Creek",5/19/2016,11:50 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"North Henry Street, Newtown Creek",5/19/2016,12:20 PM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Stuyvesant Cove, East River",5/19/2016,9:44 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
Bushwick Inlet Park,5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Wallabout Channel, Brooklyn Navy Yard",5/19/2016,8:05 AM,132,98 (lab split),132,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 42/Jackson St., East River",5/19/2016,9:15 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Main Street Beach (Dumbo), East River",5/19/2016,7:51 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Brooklyn Bridge Beach (Manhattan), East River",5/19/2016,9:30 AM,10,,10,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",5/19/2016,10:00 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 4 beach, Brooklyn Bridge Park, East River",5/19/2016,9:56 AM,52,,52,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Valentino Pier, Buttermilk Channel",5/19/2016,9:43 AM,<10,,5,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"2nd St. Sponge Park, Gowanus Canal",5/19/2016,6: 58 AM,52,,52,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Butler St., Gowanus Canal",5/19/2016,7:05 AM,683,,683,0,0,0,0,0,0,0.25,0,0,0,N,N,N
Prospect Park Lake,5/19/2016,7: 39 AM,211,,211,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Pier 101, Governors Island",5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Bush Terminal Park, Sunset Park",5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Sebago Canoe Club, Paerdegat Basin",5/19/2016,9: 15 AM,1414,,1414,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Calvert Vaux Park, Coney Island Creek ",5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"Kaiser Park Beach, Coney Island Creek",5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
"West 20th St., Coney Island Creek",5/19/2016,,,,,0,0,0,0,0,0,0.25,0,0,0,N,N,N
